ENTREZID,"GENENAME","SYMBOL","ONTOLOGY","GO","CHR"
101512629,"peptidyl-prolyl cis-trans isomerase, chloroplastic-like","LOC101512629","BP","GO:0006457","Ca4"
101511221,"uncharacterized protein C24B11.05","LOC101511221","MF","GO:0016787","Ca4"
101512937,"protein ABC transporter 1, mitochondrial","LOC101512937",NA,NA,"Ca4"
101513263,"pectin acetylesterase 6","LOC101513263","CC","GO:0005618","Ca4"
101513263,"pectin acetylesterase 6","LOC101513263","CC","GO:0005576","Ca4"
101513263,"pectin acetylesterase 6","LOC101513263","MF","GO:0016787","Ca4"
101513263,"pectin acetylesterase 6","LOC101513263","BP","GO:0071555","Ca4"
101513782,"transcription factor MYB61","LOC101513782","CC","GO:0005634","Ca4"
101513782,"transcription factor MYB61","LOC101513782","MF","GO:0003677","Ca4"
101512172,"3-oxoacyl-[acyl-carrier-protein] synthase, mitochondrial","LOC101512172","MF","GO:0016747","Ca4"
101512172,"3-oxoacyl-[acyl-carrier-protein] synthase, mitochondrial","LOC101512172","BP","GO:0006633","Ca4"
101514124,"cytochrome P450 709B1-like","LOC101514124","CC","GO:0016021","Ca4"
101514124,"cytochrome P450 709B1-like","LOC101514124","MF","GO:0020037","Ca4"
101514124,"cytochrome P450 709B1-like","LOC101514124","MF","GO:0005506","Ca4"
101514124,"cytochrome P450 709B1-like","LOC101514124","MF","GO:0004497","Ca4"
101514124,"cytochrome P450 709B1-like","LOC101514124","MF","GO:0016705","Ca4"
101491659,"putative pentatricopeptide repeat-containing protein At3g01580","LOC101491659",NA,NA,"Ca4"
101514448,"meiosis-specific protein ASY3","LOC101514448","BP","GO:0051321","Ca4"
113786141,"uncharacterized LOC113786141","LOC113786141",NA,NA,"Ca4"
101514774,"protoporphyrinogen oxidase 1, chloroplastic","LOC101514774","MF","GO:0004729","Ca4"
101514774,"protoporphyrinogen oxidase 1, chloroplastic","LOC101514774","BP","GO:0006782","Ca4"
101515097,"auxin-responsive protein IAA30-like","LOC101515097","CC","GO:0005634","Ca4"
101515097,"auxin-responsive protein IAA30-like","LOC101515097","BP","GO:0009734","Ca4"
101515097,"auxin-responsive protein IAA30-like","LOC101515097","BP","GO:0006355","Ca4"
101515421,"protein S-acyltransferase 18","LOC101515421","CC","GO:0016021","Ca4"
101515421,"protein S-acyltransferase 18","LOC101515421","MF","GO:0019706","Ca4"
101515753,"protein translocase subunit SecA, chloroplastic","LOC101515753","CC","GO:0016020","Ca4"
101515753,"protein translocase subunit SecA, chloroplastic","LOC101515753","MF","GO:0005524","Ca4"
101515753,"protein translocase subunit SecA, chloroplastic","LOC101515753","BP","GO:0017038","Ca4"
101515753,"protein translocase subunit SecA, chloroplastic","LOC101515753","BP","GO:0006605","Ca4"
101489071,"L-cysteine desulfhydrase","LOC101489071","MF","GO:0003824","Ca4"
101512499,"alcohol dehydrogenase class-3","LOC101512499","MF","GO:0051903","Ca4"
101512499,"alcohol dehydrogenase class-3","LOC101512499","MF","GO:0008270","Ca4"
101512499,"alcohol dehydrogenase class-3","LOC101512499","BP","GO:0006069","Ca4"
101489402,"ABC transporter B family member 21-like","LOC101489402","CC","GO:0016021","Ca4"
101489402,"ABC transporter B family member 21-like","LOC101489402","MF","GO:0005524","Ca4"
101489402,"ABC transporter B family member 21-like","LOC101489402","MF","GO:0016887","Ca4"
101489402,"ABC transporter B family member 21-like","LOC101489402","MF","GO:0042626","Ca4"
101490152,"uncharacterized LOC101490152","LOC101490152",NA,NA,"Ca4"
113786375,"uncharacterized LOC113786375","LOC113786375",NA,NA,"Ca4"
101490703,"protein RADIALIS-like 3","LOC101490703","MF","GO:0003677","Ca4"
101512813,"tetratricopeptide repeat protein 4 homolog","LOC101512813",NA,NA,"Ca4"
101491226,"pectinesterase-like","LOC101491226","MF","GO:0045330","Ca4"
101491226,"pectinesterase-like","LOC101491226","MF","GO:0004857","Ca4"
101491226,"pectinesterase-like","LOC101491226","MF","GO:0030599","Ca4"
101491226,"pectinesterase-like","LOC101491226","BP","GO:0042545","Ca4"
101491226,"pectinesterase-like","LOC101491226","BP","GO:0045490","Ca4"
101491547,"pectinesterase-like","LOC101491547","MF","GO:0045330","Ca4"
101491547,"pectinesterase-like","LOC101491547","MF","GO:0004857","Ca4"
101491547,"pectinesterase-like","LOC101491547","MF","GO:0030599","Ca4"
101491547,"pectinesterase-like","LOC101491547","BP","GO:0042545","Ca4"
101491547,"pectinesterase-like","LOC101491547","BP","GO:0045490","Ca4"
101491854,"pto-interacting protein 1-like","LOC101491854","MF","GO:0005524","Ca4"
101491854,"pto-interacting protein 1-like","LOC101491854","MF","GO:0004674","Ca4"
101492418,"squamosa promoter-binding-like protein 1","LOC101492418","CC","GO:0016021","Ca4"
101492418,"squamosa promoter-binding-like protein 1","LOC101492418","CC","GO:0005634","Ca4"
101492418,"squamosa promoter-binding-like protein 1","LOC101492418","MF","GO:0003677","Ca4"
101492418,"squamosa promoter-binding-like protein 1","LOC101492418","MF","GO:0046872","Ca4"
113786515,"transfer RNA phenylalanine (anticodon GAA)","TRNAF-GAA",NA,NA,"Ca4"
101493189,"autophagy-related protein 8i-like","LOC101493189","CC","GO:0005737","Ca4"
101493189,"autophagy-related protein 8i-like","LOC101493189","BP","GO:0006914","Ca4"
101493509,"peroxidase 5-like","LOC101493509","CC","GO:0005576","Ca4"
101493509,"peroxidase 5-like","LOC101493509","MF","GO:0020037","Ca4"
101493509,"peroxidase 5-like","LOC101493509","MF","GO:0046872","Ca4"
101493509,"peroxidase 5-like","LOC101493509","MF","GO:0004601","Ca4"
101493509,"peroxidase 5-like","LOC101493509","BP","GO:0042744","Ca4"
101493509,"peroxidase 5-like","LOC101493509","BP","GO:0006979","Ca4"
101513143,"uncharacterized LOC101513143","LOC101513143",NA,NA,"Ca4"
101492302,"uncharacterized LOC101492302","LOC101492302","CC","GO:0016021","Ca4"
101493822,"uncharacterized LOC101493822","LOC101493822",NA,NA,"Ca4"
101494456,"probable protein phosphatase 2C 49","LOC101494456","MF","GO:0046872","Ca4"
101494456,"probable protein phosphatase 2C 49","LOC101494456","MF","GO:0004722","Ca4"
101494149,"glycogen synthase kinase-3 homolog MsK-2","LOC101494149","MF","GO:0005524","Ca4"
101494149,"glycogen synthase kinase-3 homolog MsK-2","LOC101494149","MF","GO:0004674","Ca4"
101494776,"polygalacturonase At1g48100","LOC101494776","CC","GO:0005576","Ca4"
101494776,"polygalacturonase At1g48100","LOC101494776","MF","GO:0004650","Ca4"
101494776,"polygalacturonase At1g48100","LOC101494776","BP","GO:0005975","Ca4"
101494776,"polygalacturonase At1g48100","LOC101494776","BP","GO:0071555","Ca4"
101496091,"ADP-ribosylation factor","LOC101496091","MF","GO:0005525","Ca4"
101495770,"putative pentatricopeptide repeat-containing protein At1g02420","LOC101495770",NA,NA,"Ca4"
101495438,"transcription factor MYB78-like","LOC101495438","MF","GO:0003677","Ca4"
113786425,"small nucleolar RNA Z107/R87","LOC113786425",NA,NA,"Ca4"
113786399,"small nucleolar RNA R30/Z108","LOC113786399",NA,NA,"Ca4"
113786426,"small nucleolar RNA Z107/R87","LOC113786426",NA,NA,"Ca4"
113786398,"small nucleolar RNA R30/Z108","LOC113786398",NA,NA,"Ca4"
101496416,"transcription factor MYB108-like","LOC101496416","MF","GO:0003677","Ca4"
101496748,"probable pectinesterase 53","LOC101496748","MF","GO:0045330","Ca4"
101496748,"probable pectinesterase 53","LOC101496748","MF","GO:0030599","Ca4"
101496748,"probable pectinesterase 53","LOC101496748","BP","GO:0042545","Ca4"
101496748,"probable pectinesterase 53","LOC101496748","BP","GO:0045490","Ca4"
101497057,"gibberellin 2-beta-dioxygenase 2","LOC101497057","MF","GO:0051213","Ca4"
101497057,"gibberellin 2-beta-dioxygenase 2","LOC101497057","MF","GO:0046872","Ca4"
101492969,"SWR1-complex protein 4","LOC101492969","CC","GO:0016021","Ca4"
101492969,"SWR1-complex protein 4","LOC101492969","CC","GO:0035267","Ca4"
101492969,"SWR1-complex protein 4","LOC101492969","MF","GO:0003677","Ca4"
101492969,"SWR1-complex protein 4","LOC101492969","BP","GO:0006338","Ca4"
101492969,"SWR1-complex protein 4","LOC101492969","BP","GO:0006281","Ca4"
101492969,"SWR1-complex protein 4","LOC101492969","BP","GO:0043968","Ca4"
101492969,"SWR1-complex protein 4","LOC101492969","BP","GO:0043967","Ca4"
101492969,"SWR1-complex protein 4","LOC101492969","BP","GO:0045892","Ca4"
101513904,"caffeic acid 3-O-methyltransferase 2-like","LOC101513904","MF","GO:0008171","Ca4"
101513904,"caffeic acid 3-O-methyltransferase 2-like","LOC101513904","MF","GO:0046983","Ca4"
101513904,"caffeic acid 3-O-methyltransferase 2-like","LOC101513904","BP","GO:0032259","Ca4"
101497724,"long chain acyl-CoA synthetase 1-like","LOC101497724","MF","GO:0003824","Ca4"
101498048,"probable pre-mRNA-splicing factor ATP-dependent RNA helicase DEAH2","LOC101498048","MF","GO:0005524","Ca4"
101498048,"probable pre-mRNA-splicing factor ATP-dependent RNA helicase DEAH2","LOC101498048","MF","GO:0004386","Ca4"
101498386,"probable glycerol-3-phosphate acyltransferase 2","LOC101498386","CC","GO:0016021","Ca4"
101498386,"probable glycerol-3-phosphate acyltransferase 2","LOC101498386","MF","GO:0016746","Ca4"
101498727,"uncharacterized LOC101498727","LOC101498727","CC","GO:0016021","Ca4"
101493303,"uncharacterized protein At5g06450-like","LOC101493303","MF","GO:0008408","Ca4"
101493303,"uncharacterized protein At5g06450-like","LOC101493303","MF","GO:0003676","Ca4"
113786389,"uncharacterized protein At5g06450-like","LOC113786389",NA,NA,"Ca4"
101499569,"WRKY transcription factor 23-like","LOC101499569","CC","GO:0005634","Ca4"
101499569,"WRKY transcription factor 23-like","LOC101499569","MF","GO:0003700","Ca4"
101499569,"WRKY transcription factor 23-like","LOC101499569","MF","GO:0043565","Ca4"
101499866,"uncharacterized LOC101499866","LOC101499866","MF","GO:0020037","Ca4"
101514243,"ABC transporter C family member 5","LOC101514243","CC","GO:0016021","Ca4"
101514243,"ABC transporter C family member 5","LOC101514243","MF","GO:0005524","Ca4"
101514243,"ABC transporter C family member 5","LOC101514243","MF","GO:0016887","Ca4"
101514243,"ABC transporter C family member 5","LOC101514243","MF","GO:0042626","Ca4"
101500202,"pentatricopeptide repeat-containing protein At1g02370, mitochondrial-like","LOC101500202",NA,NA,"Ca4"
101500515,"beta-carotene isomerase D27, chloroplastic","LOC101500515","MF","GO:0016853","Ca4"
101500838,"probable serine/threonine-protein kinase PIX13","LOC101500838","CC","GO:0016021","Ca4"
101500838,"probable serine/threonine-protein kinase PIX13","LOC101500838","MF","GO:0005524","Ca4"
101500838,"probable serine/threonine-protein kinase PIX13","LOC101500838","MF","GO:0004672","Ca4"
101501163,"uncharacterized LOC101501163","LOC101501163","MF","GO:0004857","Ca4"
101501477,"ATP-dependent Clp protease proteolytic subunit 5, chloroplastic-like","LOC101501477","MF","GO:0004252","Ca4"
101501793,"uncharacterized LOC101501793","LOC101501793","CC","GO:0016021","Ca4"
101502118,"histone-lysine N-methyltransferase EZA1-like","LOC101502118","CC","GO:0031519","Ca4"
101502118,"histone-lysine N-methyltransferase EZA1-like","LOC101502118","MF","GO:0008168","Ca4"
101502118,"histone-lysine N-methyltransferase EZA1-like","LOC101502118","BP","GO:0032259","Ca4"
101502438,"uncharacterized LOC101502438","LOC101502438","CC","GO:0016021","Ca4"
101502741,"cytochrome c oxidase subunit 5C-2","LOC101502741","CC","GO:0016021","Ca4"
101502741,"cytochrome c oxidase subunit 5C-2","LOC101502741","CC","GO:0005746","Ca4"
101503053,"calvin cycle protein CP12-2, chloroplastic-like","LOC101503053",NA,NA,"Ca4"
101503386,"bZIP transcription factor","LOC101503386",NA,NA,"Ca4"
101503719,"vacuolar protein sorting-associated protein 51 homolog","LOC101503719",NA,NA,"Ca4"
101514558,"NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 9, mitochondrial","LOC101514558",NA,NA,"Ca4"
101504048,"PH-interacting protein-like","LOC101504048",NA,NA,"Ca4"
101494269,"histidine kinase CKI1-like","LOC101494269","CC","GO:0016021","Ca4"
101494269,"histidine kinase CKI1-like","LOC101494269","MF","GO:0000155","Ca4"
101504360,"uncharacterized LOC101504360","LOC101504360","CC","GO:0016021","Ca4"
101504360,"uncharacterized LOC101504360","LOC101504360","MF","GO:0008270","Ca4"
101505009,"universal stress protein A-like protein","LOC101505009",NA,NA,"Ca4"
101504686,"uncharacterized LOC101504686","LOC101504686",NA,NA,"Ca4"
101514883,"xyloglucan galactosyltransferase MUR3-like","LOC101514883","CC","GO:0016021","Ca4"
101514883,"xyloglucan galactosyltransferase MUR3-like","LOC101514883","MF","GO:0016757","Ca4"
101514883,"xyloglucan galactosyltransferase MUR3-like","LOC101514883","BP","GO:0006486","Ca4"
101505533,"uncharacterized LOC101505533","LOC101505533",NA,NA,"Ca4"
101505866,"BRCT domain-containing protein At4g02110","LOC101505866","MF","GO:0046872","Ca4"
101506401,"transmembrane protein 205","LOC101506401","CC","GO:0016021","Ca4"
101515210,"photosystem II reaction center PSB28 protein, chloroplastic","LOC101515210","CC","GO:0009654","Ca4"
101515210,"photosystem II reaction center PSB28 protein, chloroplastic","LOC101515210","BP","GO:0015979","Ca4"
101506730,"phospholipase A1 PLIP2, chloroplastic","LOC101506730","CC","GO:0016021","Ca4"
101506730,"phospholipase A1 PLIP2, chloroplastic","LOC101506730","MF","GO:0016787","Ca4"
101506730,"phospholipase A1 PLIP2, chloroplastic","LOC101506730","BP","GO:0006629","Ca4"
101507070,"transcription initiation factor TFIID subunit 13-like","LOC101507070","MF","GO:0046982","Ca4"
101507070,"transcription initiation factor TFIID subunit 13-like","LOC101507070","MF","GO:0003743","Ca4"
101507070,"transcription initiation factor TFIID subunit 13-like","LOC101507070","BP","GO:0006366","Ca4"
101507804,"exocyst complex component SEC15A-like","LOC101507804","CC","GO:0000145","Ca4"
101507804,"exocyst complex component SEC15A-like","LOC101507804","BP","GO:0006904","Ca4"
101508124,"transcription factor MYB111-like","LOC101508124",NA,NA,"Ca4"
101508443,"probable protein disulfide-isomerase A6","LOC101508443","CC","GO:0005623","Ca4"
101508443,"probable protein disulfide-isomerase A6","LOC101508443","CC","GO:0005783","Ca4"
101508443,"probable protein disulfide-isomerase A6","LOC101508443","MF","GO:0016853","Ca4"
101508443,"probable protein disulfide-isomerase A6","LOC101508443","BP","GO:0045454","Ca4"
101508750,"uncharacterized LOC101508750","LOC101508750",NA,NA,"Ca4"
101509067,"CTP synthase","LOC101509067","MF","GO:0005524","Ca4"
101509067,"CTP synthase","LOC101509067","MF","GO:0003883","Ca4"
101509067,"CTP synthase","LOC101509067","BP","GO:0044210","Ca4"
101509067,"CTP synthase","LOC101509067","BP","GO:0006541","Ca4"
101509395,"uncharacterized LOC101509395","LOC101509395",NA,NA,"Ca4"
101509716,"uncharacterized LOC101509716","LOC101509716",NA,NA,"Ca4"
101510036,"uncharacterized LOC101510036","LOC101510036",NA,NA,"Ca4"
101495110,"protein NIM1-INTERACTING 1-like","LOC101495110",NA,NA,"Ca4"
101513681,"ethylene-responsive transcription factor ERF073-like","LOC101513681","CC","GO:0005634","Ca4"
101513681,"ethylene-responsive transcription factor ERF073-like","LOC101513681","MF","GO:0003677","Ca4"
101513681,"ethylene-responsive transcription factor ERF073-like","LOC101513681","MF","GO:0003700","Ca4"
101510362,"heparan-alpha-glucosaminide N-acetyltransferase-like","LOC101510362","CC","GO:0016021","Ca4"
101510362,"heparan-alpha-glucosaminide N-acetyltransferase-like","LOC101510362","MF","GO:0016740","Ca4"
101515533,"MDIS1-interacting receptor like kinase 1","LOC101515533","CC","GO:0016021","Ca4"
101515533,"MDIS1-interacting receptor like kinase 1","LOC101515533","MF","GO:0005524","Ca4"
101515533,"MDIS1-interacting receptor like kinase 1","LOC101515533","MF","GO:0004674","Ca4"
101510908,"methionine aminotransferase-like","LOC101510908","MF","GO:0003824","Ca4"
101510908,"methionine aminotransferase-like","LOC101510908","MF","GO:0030170","Ca4"
101510908,"methionine aminotransferase-like","LOC101510908","BP","GO:0009058","Ca4"
101494577,"uncharacterized LOC101494577","LOC101494577",NA,NA,"Ca4"
101511423,"uncharacterized LOC101511423","LOC101511423","BP","GO:0006355","Ca4"
113786131,"uncharacterized LOC113786131","LOC113786131",NA,NA,"Ca4"
101495218,"uncharacterized LOC101495218","LOC101495218",NA,NA,"Ca4"
101511868,"nicotinamide adenine dinucleotide transporter 1, chloroplastic","LOC101511868","CC","GO:0016021","Ca4"
101511868,"nicotinamide adenine dinucleotide transporter 1, chloroplastic","LOC101511868","MF","GO:0022857","Ca4"
101488284,"auxin-responsive protein IAA12-like","LOC101488284","CC","GO:0005634","Ca4"
101488284,"auxin-responsive protein IAA12-like","LOC101488284","BP","GO:0009734","Ca4"
101488284,"auxin-responsive protein IAA12-like","LOC101488284","BP","GO:0006355","Ca4"
101512183,"kinesin-like protein KIN-14I","LOC101512183","MF","GO:0005524","Ca4"
101512183,"kinesin-like protein KIN-14I","LOC101512183","MF","GO:0008017","Ca4"
101512183,"kinesin-like protein KIN-14I","LOC101512183","MF","GO:0003777","Ca4"
101512183,"kinesin-like protein KIN-14I","LOC101512183","BP","GO:0007018","Ca4"
101512712,"fumarate hydratase 1, mitochondrial","LOC101512712","CC","GO:0045239","Ca4"
101512712,"fumarate hydratase 1, mitochondrial","LOC101512712","MF","GO:0004333","Ca4"
101512712,"fumarate hydratase 1, mitochondrial","LOC101512712","BP","GO:0006106","Ca4"
101512712,"fumarate hydratase 1, mitochondrial","LOC101512712","BP","GO:0006099","Ca4"
101513038,"60S ribosomal protein L19-2-like","LOC101513038","CC","GO:0022625","Ca4"
101513038,"60S ribosomal protein L19-2-like","LOC101513038","MF","GO:0003723","Ca4"
101513038,"60S ribosomal protein L19-2-like","LOC101513038","MF","GO:0003735","Ca4"
101513038,"60S ribosomal protein L19-2-like","LOC101513038","BP","GO:0006412","Ca4"
101495536,"extensin-2-like","LOC101495536",NA,NA,"Ca4"
101514014,"proline-rich protein 3-like","LOC101514014",NA,NA,"Ca4"
105851875,"uncharacterized LOC105851875","LOC105851875","CC","GO:0016021","Ca4"
101514347,"exopolygalacturonase clone GBGE184","LOC101514347","CC","GO:0005576","Ca4"
101514347,"exopolygalacturonase clone GBGE184","LOC101514347","MF","GO:0004650","Ca4"
101514347,"exopolygalacturonase clone GBGE184","LOC101514347","BP","GO:0005975","Ca4"
101514347,"exopolygalacturonase clone GBGE184","LOC101514347","BP","GO:0071555","Ca4"
101514674,"sucrose synthase 2-like","LOC101514674","MF","GO:0016157","Ca4"
101514674,"sucrose synthase 2-like","LOC101514674","BP","GO:0005985","Ca4"
